"norm_tgf_control_1"	"norm_tgf_control_2"	"norm_tgf_control_3"	"norm_tgf_control_4"	"tgf_control_median averaged"	"norm_tgf_6h_1"	"norm_tgf_6h_2"	"norm_tgf_6h_3"	"norm_tgf_6h_4"	"tgf_6h_median averaged"	"norm_tgf_12h_1"	"norm_tgf_12h_2"	"norm_tgf_12h_3"	"norm_tgf_12h_4"	"tgf_12h_median averaged"	"norm_tgf_24h_1"	"norm_tgf_24h_2"	"norm_tgf_24h_3"	"norm_tgf_24h_4"	"tgf_24h_median averaged"	"norm_tgf_36h_1"	"norm_tgf_36h_2"	"norm_tgf_36h_3"	"norm_tgf_36h_4"	"tgf_36h_median averaged"	"norm_tgf_48h_1"	"norm_tgf_48h_2"	"norm_tgf_48h_3"	"norm_tgf_48h_4"	"tgf_48h_median averaged"	"ANOVA Significant"	"  -Log 10 ANOVA p value"	"PEP"	"Intensity"	"Peptides"	"Unique peptides"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
0.16	-0.16	0.17	-0.17	0.00	1.47	1.54	1.60	1.65	1.57	2.21	2.16	1.55	1.52	1.86	3.72	2.19	3.05	3.32	3.18	2.38	3.14	2.84	3.52	2.99	1.23	1.11	1.24	2.12	1.24	"+"	7.31	2.47E-251	18346000000	16	14	"Q07352;G3V2D5;G3V2P5;B4E1N3;G3V515"	"Q07352;G3V2D5;G3V2P5;B4E1N3"	"Zinc finger protein 36, C3H1 type-like 1"	"ZFP36L1"
-0.13	0.13	0.07	-0.07	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	0.07	"NaN"	0.07	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.28	1.47	0.93	1.28	"+"	3.36	1.24E-47	596790000	3	3	"Q07092-2;Q07092;A6NCT7;A6NDR9;H7C3F0;H7BY97"	"Q07092-2;Q07092;A6NCT7;A6NDR9"	"Collagen alpha-1(XVI) chain"	"COL16A1"
0.07	-0.07	0.08	-0.08	0.00	0.35	0.05	0.01	0.21	0.13	0.03	-0.01	0.00	-0.14	-0.01	0.21	0.22	0.11	0.19	0.20	-0.02	0.12	0.18	0.04	0.08	1.01	1.31	0.51	0.82	0.92	"+"	5.83	0	548000000000	97	95	"Q07065"	"Q07065"	"Cytoskeleton-associated protein 4"	"CKAP4"
-0.20	0.20	-0.02	0.02	0.00	0.02	0.53	0.24	0.51	0.38	-0.05	0.00	-1.02	-0.91	-0.48	-0.07	-0.21	-0.78	-0.42	-0.31	0.19	0.30	-0.45	-0.32	-0.07	-0.21	-0.29	-0.44	-0.29	-0.29		1.63	0	132000000000	16	16	"Q07021;I3L3Q7;I3L3B0"	"Q07021;I3L3Q7;I3L3B0"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1QBP"
0.24	-0.24	-0.30	0.30	0.00	-0.58	-0.78	0.14	0.34	-0.22	-0.88	-0.30	0.42	0.61	0.06	-0.66	-0.40	-0.65	-0.66	-0.65	-0.77	-0.28	-0.69	-0.80	-0.73	0.53	-0.42	0.40	-0.08	0.16		0.95	0	371000000000	21	21	"Q07020;G3V203;F8VWC5;H0YHA7;F8VUA6;F8VYV2;E7EW92;F8VXR6"	"Q07020;G3V203;F8VWC5;H0YHA7;F8VUA6;F8VYV2;E7EW92"	"60S ribosomal protein L18"	"RPL18"
0.22	-0.22	0.01	-0.01	0.00	0.29	-0.08	0.16	-0.21	0.04	0.03	-0.14	0.08	-0.17	-0.05	0.00	-0.08	-0.52	-0.40	-0.24	-0.23	0.00	-0.32	-0.26	-0.24	0.25	-0.13	0.16	-0.48	0.01		0.41	0	2460000000000	37	32	"Q06830"	"Q06830"	"Peroxiredoxin-1"	"PRDX1"
0.01	-0.01	0.03	-0.03	0.00	0.13	-0.02	-0.32	0.01	-0.01	-0.39	-0.24	0.07	0.08	-0.09	0.26	0.18	-0.03	-0.11	0.08	-0.93	-0.59	-0.66	-0.80	-0.73	-0.04	0.44	-0.52	-0.84	-0.28	"+"	2.17	0	32401000000	44	0	"Q06787-8;G8JL90;Q8IXW7"	"Q06787-8;G8JL90"		"FMR1"
0.04	-0.04	0.27	-0.27	0.00	-0.14	0.35	0.40	-0.52	0.11	-1.49	0.38	-0.38	-0.66	-0.52	"NaN"	2.07	3.16	"NaN"	2.62	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	3.34	0	3332300000	43	0	"Q06787-5;Q06787-3;Q06787;G8JLE9"	"Q06787-5;Q06787-3;Q06787;G8JLE9"	"Fragile X mental retardation protein 1"	"FMR1"
0.50	-0.50	-0.08	0.08	0.00	-0.55	-0.79	-0.44	"NaN"	-0.55	"NaN"	1.18	0.34	0.49	0.49	-0.55	"NaN"	-0.99	"NaN"	-0.77	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.14	8.79E-61	17311000000	4	4	"Q06609-3;Q06609;Q06609-4;Q06609-2;F5GZ69;Q9NZG9;E9PI54;E9PJ30;E9PNT5"	"Q06609-3;Q06609;Q06609-4;Q06609-2;F5GZ69;Q9NZG9;E9PI54;E9PJ30;E9PNT5"	"DNA repair protein RAD51 homolog 1"	"RAD51"
0.00	0.00	0.02	-0.02	0.00	-0.09	-0.12	-0.05	-0.28	-0.11	0.41	0.21	0.16	0.43	0.31	-0.04	0.31	-0.17	0.29	0.13	-0.44	-0.43	-0.15	0.16	-0.29	-0.50	-0.80	-0.96	-0.75	-0.78	"+"	5.22	2.70E-191	30909000000	16	12	"Q06587;Q06587-2"	"Q06587;Q06587-2"	"E3 ubiquitin-protein ligase RING1"	"RING1"
0.48	-0.48	0.07	-0.07	0.00	0.26	0.14	0.07	0.40	0.20	-0.76	0.71	-0.20	-0.26	-0.23	"NaN"	-0.42	-0.96	-0.37	-0.42	-0.34	0.28	-0.19	-0.20	-0.19	"NaN"	2.24	"NaN"	1.21	1.72	"+"	3.15	1.78E-22	5113300000	6	1	"Q06547-2;Q06547;H0YNZ0;F5H7I4"	"Q06547-2;Q06547;H0YNZ0"	"GA-binding protein subunit beta-1"	"GABPB1"
0.19	-0.19	0.00	0.00	0.00	0.27	0.25	-0.15	0.50	0.26	0.29	-0.28	-0.18	-0.02	-0.10	0.00	-0.11	-0.76	-0.37	-0.24	-0.63	-0.30	-0.39	-0.66	-0.51	"NaN"	-0.43	-0.24	-1.04	-0.43	"+"	2.14	2.69E-87	6483300000	10	10	"Q06546"	"Q06546"	"GA-binding protein alpha chain"	"GABPA"
-0.34	0.34	-0.08	0.08	0.00	0.55	0.33	-0.28	0.05	0.19	-0.12	-0.75	0.19	-0.19	-0.16	0.51	"NaN"	"NaN"	-1.07	-0.28	1.22	"NaN"	0.08	"NaN"	0.65	2.99	"NaN"	"NaN"	"NaN"	2.99		0.42	3.58E-182	5276300000	20	19	"Q06481-3;H7BXI4;Q06481;F5GZY0;Q06481-4;Q06481-2;Q06481-5;F5H845;B4DKY3;E9PJ13;E9PQS3;E9PSC7;E9PK76"	"Q06481-3;H7BXI4;Q06481;F5GZY0;Q06481-4;Q06481-2;Q06481-5;F5H845"	"Amyloid-like protein 2"	"APLP2"
-0.14	0.14	0.09	-0.09	0.00	0.10	0.16	-0.29	-0.31	-0.10	0.16	0.18	-0.43	-0.48	-0.13	-0.09	-0.15	-0.13	-0.08	-0.11	-0.34	-0.69	-0.25	-0.34	-0.34	-0.51	-0.85	-0.45	-0.82	-0.66	"+"	2.34	0	305000000000	36	36	"Q06323;H0YNE3;A6NJG9;H0YLU2;H0YKK6"	"Q06323;H0YNE3;A6NJG9"	"Proteasome activator complex subunit 1"	"PSME1"
0.86	-0.86	-0.77	0.77	0.00	1.24	1.15	0.09	-0.50	0.62	-0.10	-0.35	-0.12	0.04	-0.11	"NaN"	-0.88	"NaN"	-0.34	-0.61	1.76	2.19	-0.90	-0.88	0.44	"NaN"	0.01	0.49	-0.58	0.01		0.15	5.21E-43	4390200000	8	8	"Q06265;Q06265-2;D6RIY6;D6R905;D6RAP4;D6RA17;Q06265-3;Q06265-4;H0Y9L5"	"Q06265;Q06265-2;D6RIY6;D6R905;D6RAP4;D6RA17;Q06265-3;Q06265-4"	"Exosome complex component RRP45"	"EXOSC9"
-0.20	0.20	-0.14	0.14	0.00	0.16	0.37	-0.16	-0.09	0.03	0.26	0.28	-0.07	-0.39	0.10	0.64	0.67	0.83	0.97	0.75	0.81	1.12	1.47	1.42	1.27	0.55	1.38	0.79	1.56	1.09	"+"	4.90	8.90E-231	19522000000	29	24	"Q06210-2;Q06210;E5RJP4"	"Q06210-2;Q06210"	"Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1"	"GFPT1"
-0.04	0.04	0.05	-0.05	0.00	-0.41	0.25	0.14	-0.25	-0.06	-0.66	-0.69	-0.55	0.09	-0.61	-0.47	-1.04	-1.17	-0.40	-0.75	-0.32	-0.83	0.02	-0.55	-0.44	"NaN"	-0.17	-0.65	-0.60	-0.60		1.51	1.02E-72	6789300000	11	11	"Q06203;D6RCC8;D6RE15"	"Q06203"	"Amidophosphoribosyltransferase"	"PPAT"
-0.45	0.45	0.09	-0.09	0.00	-1.59	-0.73	-0.32	-0.33	-0.53	1.05	0.78	0.15	-0.02	0.46	0.51	0.03	0.54	0.58	0.52	0.20	0.91	"NaN"	0.28	0.28	-0.47	-0.12	-0.10	1.48	-0.11		1.36	8.46E-58	19824000000	5	5	"Q06136;B4DMX0"	"Q06136;B4DMX0"	"3-ketodihydrosphingosine reductase"	"KDSR"
0.05	-0.05	0.01	-0.01	0.00	-0.13	-0.03	-0.11	-0.07	-0.09	-0.12	0.38	-0.17	-0.10	-0.11	-0.14	-0.49	0.25	0.16	0.01	0.02	-0.13	0.25	-0.06	-0.02	-0.58	0.13	-0.58	0.54	-0.22		0.01	0	38071000000	28	1	"Q06124-2;Q06124-3"	"Q06124-2;Q06124-3"		
0.12	-0.12	0.17	-0.17	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	-2.67	-2.67	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	0	64729000	28	1	"Q06124;H0YF12"	"Q06124"	"Tyrosine-protein phosphatase non-receptor type 11"	"PTPN11"
0.82	-0.82	1.13	-1.13	0.00	0.57	0.67	-0.49	-0.10	0.23	0.87	1.33	1.06	0.86	0.97	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.79	7.80E-128	4730200000	7	7	"Q05D32-2;Q05D32;H0YMH7;H0YNU2;H0YNW9"	"Q05D32-2;Q05D32;H0YMH7;H0YNU2;H0YNW9"	"CTD small phosphatase-like protein 2"	"CTDSPL2"
0.09	-0.09	-0.03	0.03	0.00	0.18	0.49	-0.06	-0.05	0.06	-0.04	0.18	-0.03	0.16	0.07	0.42	0.14	0.34	0.55	0.38	0.42	0.03	0.43	0.66	0.43	1.28	0.78	0.32	1.22	1.00	"+"	2.95	1.10E-248	46153000000	18	18	"Q05BK6;G5E9V1;Q92734;C9JJP5;C9JUE0;C9JTY3"	"Q05BK6;G5E9V1;Q92734;C9JJP5;C9JUE0;C9JTY3"	"Protein TFG"	"TFG"
0.32	-0.32	0.32	-0.32	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-0.42	"NaN"	"NaN"	"NaN"	-0.42	"NaN"	"NaN"	"NaN"	0.20	0.20	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.53E-23	570130000	5	5	"Q05932-2;Q05932-3;Q05932-4;Q05932;Q5JU21;Q5JU20;Q5JU23"	"Q05932-2;Q05932-3;Q05932-4;Q05932;Q5JU21;Q5JU20;Q5JU23"	"Folylpolyglutamate synthase, mitochondrial"	"FPGS"
0.46	-0.46	-0.13	0.13	0.00	"NaN"	"NaN"	"NaN"	0.90	0.90	"NaN"	"NaN"	1.01	"NaN"	1.01	-0.13	-0.51	"NaN"	"NaN"	-0.32	-0.70	-0.46	0.29	0.34	-0.08	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.15	3.61E-20	670780000	7	7	"Q05823;Q6AI46"	"Q05823;Q6AI46"	"2-5A-dependent ribonuclease"	"RNASEL;DKFZp781D08126"
0.22	-0.22	-0.51	0.51	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.82	"NaN"	1.78	"NaN"	1.80	"+"	2.22	0	451060000	66	0	"Q05682-5;E9PGZ1;F5H1Z9"	"Q05682-5;E9PGZ1;F5H1Z9"		"CALD1"
0.20	-0.20	0.06	-0.06	0.00	0.58	0.23	0.16	0.31	0.27	1.14	0.83	0.62	0.69	0.76	2.65	2.64	2.28	2.25	2.46	3.35	3.58	3.46	3.22	3.40	4.40	4.30	4.38	4.70	4.39	"+"	16.61	0	160000000000	66	0	"Q05682-4;C9J813"	"Q05682-4;C9J813"		"CALD1"
0.34	-0.34	0.01	-0.01	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	0.74	0.74	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	3.89E-11	854100000	5	3	"Q05655;Q05655-2"	"Q05655;Q05655-2"	"Protein kinase C delta type"	"PRKCD"
0.09	-0.09	0.24	-0.24	0.00	0.19	-0.24	-0.36	0.28	-0.03	-0.31	0.57	-0.51	-0.08	-0.20	0.36	0.78	0.90	1.03	0.84	0.79	0.45	-0.29	0.57	0.51	0.10	-0.80	0.35	-0.50	-0.20		1.62	0	67934000000	45	15	"Q05639"	"Q05639"	"Elongation factor 1-alpha 2"	"EEF1A2"
0.08	-0.08	-0.05	0.05	0.00	-0.43	-0.38	-0.19	-0.07	-0.28	-0.21	0.15	-0.08	0.50	0.04	-0.11	0.18	-0.75	-0.13	-0.12	-0.19	-0.37	-0.78	-0.79	-0.57	-0.11	-0.57	-0.19	-0.84	-0.38		1.32	0	78857000000	18	18	"Q05519-2;Q05519;Q5T760;Q5T757;B4DWT1;B4DTC1"	"Q05519-2;Q05519;Q5T760;Q5T757"	"Serine/arginine-rich splicing factor 11"	"SRSF11;SFRS11"
0.11	-0.11	0.00	0.00	0.00	0.21	0.40	-0.07	0.37	0.29	0.14	0.17	-0.54	0.10	0.12	-0.22	0.32	0.81	0.40	0.36	0.32	0.13	0.30	0.19	0.25	-0.30	-0.24	-0.14	-0.06	-0.19		1.19	0	17357000000	28	28	"Q05209;E9PEH9;E9PBR5;B4E105;H3BM04;H0YC15;C9J1X8;F8WB51"	"Q05209;E9PEH9;E9PBR5;B4E105"	"Tyrosine-protein phosphatase non-receptor type 12"	"PTPN12"
0.00	0.00	-0.11	0.11	0.00	-0.73	0.03	0.89	-0.83	-0.35	0.16	0.85	1.20	0.53	0.69	-0.12	-0.63	-2.26	-1.50	-1.06	-0.63	0.00	0.91	-0.03	-0.02	0.56	-0.56	0.23	-0.17	0.03		1.64	6.82E-204	6865900000	17	17	"Q05086-3;F8W9C2;Q05086;Q05086-2"	"Q05086-3;F8W9C2;Q05086;Q05086-2"	"Ubiquitin-protein ligase E3A"	"UBE3A"
-0.63	0.63	0.15	-0.15	0.00	-0.90	-0.26	0.16	-0.07	-0.16	-0.29	0.10	-0.40	-0.11	-0.20	0.29	-0.58	0.13	0.37	0.21	0.12	-0.69	0.38	0.70	0.25	1.79	0.46	-1.62	0.41	0.44		0.04	1.75E-171	6782100000	16	16	"Q05048;A3KFI9"	"Q05048"	"Cleavage stimulation factor subunit 1"	"CSTF1"
-0.11	0.11	-0.06	0.06	0.00	0.35	0.35	0.17	0.04	0.26	0.20	0.20	-0.14	-0.19	0.03	-0.09	-0.16	0.07	-0.16	-0.13	-0.74	0.10	-0.08	-0.15	-0.11	-0.23	-0.13	-0.21	-0.41	-0.22		1.46	0	103000000000	30	23	"Q04917;A2IDB2;F8WEB6;A2IDB1"	"Q04917;A2IDB2"	"14-3-3 protein eta"	"YWHAH"
2.24	-2.24	-2.00	2.00	0.00	"NaN"	1.83	2.64	"NaN"	2.23	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.53	1.76E-45	9953800000	7	6	"Q04912-2;Q04912;Q04912-5;Q04912-3;Q04912-4;Q04912-6;H7C3Z8;B4DPY6;H7C074;Q9H3Y6"	"Q04912-2;Q04912;Q04912-5"	"Macrophage-stimulating protein receptor;Macrophage-stimulating protein receptor alpha chain;Macrophage-stimulating protein receptor beta chain"	"MST1R"
0.04	-0.04	-0.02	0.02	0.00	-0.27	-0.24	0.27	0.26	0.01	-0.25	0.13	-0.46	-0.26	-0.26	-0.11	0.04	-0.70	-0.55	-0.33	-0.16	-0.40	-0.44	-0.90	-0.42	-0.38	-0.86	0.06	-0.60	-0.49		0.92	0	206000000000	16	16	"Q04837;E7EUY5;C9K0U8"	"Q04837;E7EUY5;C9K0U8"	"Single-stranded DNA-binding protein, mitochondrial"	"SSBP1"
0.70	-0.70	-0.07	0.07	0.00	-0.18	0.23	-0.11	-0.30	-0.15	-0.72	0.12	-0.23	-0.14	-0.19	-0.86	-0.64	0.13	0.59	-0.26	0.34	0.09	-0.86	-0.51	-0.21	-1.58	-1.03	-0.32	-0.64	-0.83		0.65	0	24456000000	36	2	"Q04828;H0Y804;A6NHU4;P17516;E9PBP5"	"Q04828;H0Y804"	"Aldo-keto reductase family 1 member C1"	"AKR1C1"
-0.35	0.35	0.10	-0.10	0.00	0.27	0.02	-0.05	0.32	0.14	-0.23	0.02	-0.57	-0.03	-0.13	-0.18	0.27	-0.36	0.00	-0.09	-0.54	0.33	0.52	0.42	0.38	1.30	1.66	0.66	1.23	1.26	"+"	3.79	4.15E-301	46871000000	20	0	"Q04826;P30485"	"Q04826;P30485"	"HLA class I histocompatibility antigen, B-40 alpha chain;HLA class I histocompatibility antigen, B-47 alpha chain"	"HLA-B"
0.04	-0.04	-0.05	0.05	0.00	-0.22	-0.45	0.24	0.03	-0.10	0.09	-0.02	-0.11	0.03	0.00	-0.57	-0.28	-0.33	-0.03	-0.31	-0.31	0.14	-0.16	-0.39	-0.24	-0.63	-0.82	-0.51	-0.72	-0.68	"+"	3.06	0	237000000000	24	24	"Q04760;Q04760-2"	"Q04760;Q04760-2"	"Lactoylglutathione lyase"	"GLO1"
0.05	-0.05	0.01	-0.01	0.00	"NaN"	-0.18	-0.16	0.23	-0.16	-0.12	0.24	0.54	-0.04	0.10	"NaN"	-0.37	-0.28	-0.21	-0.28	0.72	0.78	0.81	0.72	0.75	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	4.52	5.57E-44	1081500000	14	13	"Q04721;D2WEZ3"	"Q04721"	"Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain"	"NOTCH2"
0.15	-0.15	0.21	-0.21	0.00	-0.89	0.47	-0.69	0.11	-0.29	-0.11	0.04	-0.12	"NaN"	-0.11	-0.34	-0.10	0.12	0.05	-0.03	0.89	0.08	0.04	-0.22	0.06	0.72	0.78	0.67	-0.09	0.70		0.77	8.77E-44	7254100000	10	10	"Q04446;E9PGM4;F5H378"	"Q04446;E9PGM4"	"1,4-alpha-glucan-branching enzyme"	"GBE1"
0.14	-0.14	0.01	-0.01	0.00	0.17	0.05	-0.16	0.18	0.11	-0.16	0.26	-0.12	0.26	0.07	-0.15	-0.29	-0.12	-0.06	-0.14	0.05	-0.02	-0.25	-0.65	-0.14	-0.52	-0.27	0.25	0.12	-0.07		0.36	0	129000000000	28	28	"Q04323;E9PRQ7;B4E0P8;E9PJ81;Q04323-2;E9PS08"	"Q04323;E9PRQ7;B4E0P8;E9PJ81;Q04323-2"	"UBX domain-containing protein 1"	"UBXN1"
-0.02	0.02	0.03	-0.03	0.00	0.01	0.11	0.42	0.13	0.12	0.46	0.00	0.36	0.12	0.24	0.21	-0.26	-0.34	-0.17	-0.22	0.69	0.83	0.18	-0.12	0.43	0.38	-0.26	-1.31	0.08	-0.09		0.74	1.60E-251	28969000000	19	19	"Q04206-3;Q04206;Q2TAM5;E9PKH5;B4E082;Q04206-4;Q04206-2;E9PKV4;Q96CP1;E9PI38;E9PQS6;E9PMD5;E9PNV4;E9PRX2;E9PM47;E9PNK5;E9PJR1;E9PN69;E9PJZ9;H0YCB4"	"Q04206-3;Q04206;Q2TAM5;E9PKH5;B4E082;Q04206-4;Q04206-2;E9PKV4;Q96CP1;E9PI38;E9PQS6"	"Transcription factor p65"	"RELA"
0.23	-0.23	0.15	-0.15	0.00	0.07	-0.32	0.09	-0.22	-0.07	0.06	-0.35	-0.25	-0.11	-0.18	-0.06	-0.33	-0.04	-0.36	-0.19	0.75	0.76	0.44	0.94	0.75	0.74	0.08	-0.21	-0.01	0.04	"+"	3.33	2.63E-152	7008100000	17	7	"Q03468;F5H493;H0Y3B0"	"Q03468"	"DNA excision repair protein ERCC-6"	"ERCC6"
0.03	-0.03	0.49	-0.49	0.00	"NaN"	"NaN"	"NaN"	1.07	1.07	0.72	1.12	"NaN"	0.71	0.72	"NaN"	0.03	1.15	0.43	0.43	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.22	1.28	0.59	0.33	0.91		1.17	5.47E-48	1252000000	7	7	"Q03405-3;Q03405;Q03405-2"	"Q03405-3;Q03405;Q03405-2"	"Urokinase plasminogen activator surface receptor"	"PLAUR"
-0.39	0.39	-0.10	0.10	0.00	-0.84	"NaN"	-0.26	0.10	-0.26	0.24	0.31	0.44	"NaN"	0.31	0.37	"NaN"	-0.41	"NaN"	-0.02	0.16	0.53	"NaN"	"NaN"	0.35	"NaN"	-0.52	"NaN"	"NaN"	-0.52		0.62	7.10E-15	1065500000	4	4	"Q03393;E9PKY8;E9PJM0;E9PNN3"	"Q03393;E9PKY8;E9PJM0;E9PNN3"	"6-pyruvoyl tetrahydrobiopterin synthase"	"PTS"
0.08	-0.08	0.02	-0.02	0.00	0.22	0.04	-0.25	-0.17	-0.06	0.34	0.23	-0.15	-0.11	0.06	0.45	0.03	0.25	-0.05	0.14	-0.19	-0.36	-0.05	0.05	-0.12	0.05	0.14	-0.17	-0.20	-0.06		0.49	0	452000000000	103	93	"Q03252"	"Q03252"	"Lamin-B2"	"LMNB2"
-0.25	0.25	-0.35	0.35	0.00	-0.46	-0.10	-0.09	0.00	-0.10	0.14	0.19	-0.24	-0.26	-0.05	-0.30	-0.33	0.60	-0.47	-0.31	-1.14	-0.03	0.55	0.40	0.19	"NaN"	-0.96	-0.37	-0.90	-0.90		0.47	2.44E-85	2613500000	13	13	"Q03188;Q6PIR0;H0Y8J2"	"Q03188;Q6PIR0;H0Y8J2"	"Centromere protein C 1"	"CENPC1"
0.24	-0.24	-1.75	1.75	0.00	"NaN"	"NaN"	"NaN"	0.12	0.12	-0.12	0.63	0.33	0.40	0.36	"NaN"	3.00	"NaN"	-0.71	1.14	-0.97	-0.27	"NaN"	"NaN"	-0.62	"NaN"	-0.14	"NaN"	-0.95	-0.54		0.21	2.62E-51	21554000000	16	16	"Q03169;E7EWH2;H0YLC0;H0YKI8;F6RNL3;H0YKR7"	"Q03169"	"Tumor necrosis factor alpha-induced protein 2"	"TNFAIP2"
0.25	-0.25	0.02	-0.02	0.00	-0.14	-0.26	-0.34	-0.03	-0.20	-0.40	-0.44	0.06	-0.22	-0.31	-0.78	-0.56	-0.89	-1.27	-0.84	-0.74	-0.44	-0.25	-0.76	-0.59	-0.59	-1.24	-0.22	-1.12	-0.85	"+"	2.75	4.01E-290	13837000000	46	46	"Q03164-2;Q03164;E9PQG7;E9PR05;Q9Y6P1;H7C5W4;H7BYJ6;H3BLZ0"	"Q03164-2;Q03164;E9PQG7"	"Histone-lysine N-methyltransferase MLL;MLL cleavage product N320;MLL cleavage product C180"	"MLL"
-0.02	0.02	0.19	-0.19	0.00	0.34	0.03	-0.02	0.35	0.19	0.70	0.02	0.69	-0.09	0.36	-0.09	-0.54	0.72	0.35	0.13	-0.15	0.69	0.93	0.72	0.70	-0.32	0.68	-0.05	0.09	0.02		0.35	0	18818000000	11	2	"Q03135-2;C9JKI3"	"Q03135-2;C9JKI3"	"Caveolin"	"CAV1"
-0.25	0.25	0.10	-0.10	0.00	0.14	0.46	-0.09	0.27	0.20	-0.05	-0.11	-0.55	-0.12	-0.12	0.04	0.09	0.39	0.44	0.24	0.37	0.65	0.58	0.36	0.47	0.90	1.23	0.30	1.42	1.07	"+"	3.62	0	262000000000	15	6	"Q03135;E9PCT5;P56539"	"Q03135;E9PCT5"	"Caveolin-1;Caveolin"	"CAV1"
0.17	-0.17	-0.38	0.38	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	2.82	2.44	2.63	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	3.14	4.34E-28	1528800000	7	7	"Q03112-5;Q03112;E7EQ57;Q03112-3;E7EUL6;Q03112-6;Q03112-4;H0YA13;Q9HAZ2-4;H7BZ04;D6RFY3;D6RDW0;D3YTA5;Q9HAZ2-2;F8WEV3;Q9HAZ2-3;Q9HAZ2;H9KVD4"	"Q03112-5;Q03112;E7EQ57;Q03112-3;E7EUL6;Q03112-6;Q03112-4;H0YA13;Q9HAZ2-4;H7BZ04;D6RFY3;D6RDW0;D3YTA5;Q9HAZ2-2;F8WEV3;Q9HAZ2-3;Q9HAZ2"	"MDS1 and EVI1 complex locus protein EVI1;PR domain zinc finger protein 16"	"MECOM;PRDM16"
-0.70	0.70	0.34	-0.34	0.00	0.53	0.39	0.40	0.77	0.46	"NaN"	-1.01	0.01	-0.28	-0.28	0.78	0.41	0.02	-0.62	0.21	0.51	"NaN"	1.08	0.59	0.59	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		1.11	1.89E-46	3483000000	8	8	"Q03111"	"Q03111"	"Protein ENL"	"MLLT1"
-0.89	0.89	0.11	-0.11	0.00	0.85	-0.14	-0.11	0.41	0.15	0.13	0.63	0.17	0.08	0.15	0.19	0.31	0.00	-0.12	0.10	3.03	2.91	2.94	2.42	2.93	2.21	2.47	0.35	0.05	1.28	"+"	4.42	1.15E-219	14026000000	56	3	"Q03001-8;Q6P0N6"	"Q03001-8"		
0.09	-0.09	0.31	-0.31	0.00	-2.02	-0.92	-0.16	0.63	-0.54	-0.11	0.69	"NaN"	0.16	0.16	1.89	0.99	0.55	-0.16	0.77	1.33	1.61	0.73	0.37	1.03	2.30	2.79	3.21	2.39	2.59	"+"	4.07	2.09E-299	11379000000	74	54	"Q03001-3;C9JB56;H7C4P1;E9PFQ7;F5H3I2;P42331-3;G5E9G2;P42331;P42331-4"	"Q03001-3"		
